step,loss,lr,mask_entropy,slots_used,recon_min,recon_max,sec_per_step
100,0.3374455773830414,7.863927385072364e-06,1.791719913482666,6,-0.06620870530605316,0.03605493903160095,0.1605638813972473
200,0.28811566963791846,1.5457659639026427e-05,1.7915661334991455,6,-0.8885693550109863,0.7169315814971924,0.12296117305755615
300,0.14000472337007522,2.2788159447805077e-05,1.790550947189331,6,-0.9460391998291016,0.9554653167724609,0.12658176183700562
400,0.08283087786287069,2.9862230010981876e-05,1.7908072471618652,6,-1.016815423965454,0.9201672077178955,0.1274625301361084
500,0.07359996981918812,3.6686518466611454e-05,1.7904884815216064,6,-1.0507838726043701,1.1900911331176758,0.128103928565979
600,0.06608506493270397,4.326751924547577e-05,1.7897650003433228,6,-1.1564544439315796,1.1833873987197876,0.12900604486465453
700,0.06261069636791944,4.9611577356141116e-05,1.7901804447174072,6,-1.4236822128295898,1.2875275611877441,0.1300104308128357
800,0.06122506655752659,5.57248916022133e-05,1.7903640270233154,6,-1.2080978155136108,1.2693557739257812,0.12973731756210327
900,0.05963539831340313,6.161351773315106e-05,1.7906287908554077,6,-1.1151043176651,1.2327964305877686,0.12991291284561157
1000,0.05880867440253496,6.728337152997108e-05,1.7910319566726685,6,-1.2556476593017578,1.1307967901229858,0.13008613824844362
1100,0.05944159187376499,7.274023182715155e-05,1.7910804748535156,6,-1.1482934951782227,1.1561729907989502,0.1306839418411255
1200,0.057559625916182994,7.798974347201606e-05,1.7912571430206299,6,-1.1102293729782104,1.1821677684783936,0.13043540716171265
1300,0.05831261090934277,7.984367329120565e-05,1.7913696765899658,6,-1.0650750398635864,1.245463252067566,0.13079321384429932
1400,0.05657723601907492,7.847200677411422e-05,1.7913548946380615,6,-1.0355685949325562,1.1614066362380981,0.130785710811615
1500,0.057076462507247926,7.712390466678192e-05,1.7914586067199707,6,-1.0586665868759155,1.0349020957946777,0.13127233505249022
1600,0.05536810386925936,7.57989621467535e-05,1.7914581298828125,6,-1.1170018911361694,1.089599609375,0.13130624771118163
1700,0.05681327845901251,7.44967813461811e-05,1.7915375232696533,6,-1.121488094329834,1.080689787864685,0.13141888856887818
1800,0.05513803943991661,7.32169712323484e-05,1.7915174961090088,6,-1.082770824432373,1.15092134475708,0.1315145707130432
1900,0.05477345127612352,7.195914749024709e-05,1.7915233373641968,6,-0.9957160949707031,1.076798677444458,0.1315907883644104
2000,0.05508335553109646,7.072293240717064e-05,1.791616439819336,6,-1.094605565071106,1.0499399900436401,0.13168099641799927
2100,0.056300142928957936,6.950795475929079e-05,1.791548252105713,6,-1.0210394859313965,1.0622292757034302,0.13221069812774658
2200,0.05611888125538826,6.83138497001824e-05,1.791604995727539,6,-1.1720765829086304,1.0406787395477295,0.13203341722488404
2300,0.05460698984563351,6.714025865126359e-05,1.7916029691696167,6,-1.1630537509918213,1.0243719816207886,0.13191004037857057
2400,0.05472645379602909,6.598682919411784e-05,1.791579008102417,6,-1.063658595085144,1.0003641843795776,0.13260485887527465
2500,0.055311520621180534,6.485321496466614e-05,1.7916324138641357,6,-1.0740569829940796,0.9968573451042175,0.13235702037811278
2600,0.05522979594767094,6.373907554915701e-05,1.7915682792663574,6,-1.0400211811065674,1.0759286880493164,0.13249064922332765
2700,0.054980128221213814,6.264407638194349e-05,1.7916052341461182,6,-1.1499226093292236,1.061157464981079,0.13232848405838013
2800,0.05439183760434389,6.156788864501611e-05,1.7916069030761719,6,-1.0820631980895996,1.1369959115982056,0.13215221881866454
2900,0.05473818629980087,6.05101891692621e-05,1.7916425466537476,6,-1.1568195819854736,1.0202606916427612,0.13223956823348998
3000,0.05493595808744431,5.9470660337420545e-05,1.791618824005127,6,-0.958736777305603,1.0156642198562622,0.13168909072875976
3100,0.05365566696971655,5.844898998870498e-05,1.7916207313537598,6,-1.0000429153442383,1.0570348501205444,0.13185131072998046
3200,0.05497211702167988,5.744487132506442e-05,1.7916557788848877,6,-1.1566331386566162,1.1271790266036987,0.13198060274124146
3300,0.05529712680727243,5.6458002819054744e-05,1.791656732559204,6,-0.9874492287635803,1.051966667175293,0.13178732395172119
3400,0.05420823860913515,5.548808812329286e-05,1.791661024093628,6,-1.0662987232208252,1.0763291120529175,0.13168654203414917
3500,0.05422505233436823,5.453483598146631e-05,1.7916675806045532,6,-1.0344880819320679,1.031252145767212,0.1345078706741333
3600,0.0552915907651186,5.359796014087182e-05,1.7916746139526367,6,-1.0788729190826416,1.0961897373199463,0.13207432746887207
3700,0.05485447868704796,5.2677179266456155e-05,1.7916730642318726,6,-0.9890469908714294,1.0958150625228882,0.13210569381713866
3800,0.053565547652542594,5.177221685633392e-05,1.7916901111602783,6,-1.1187546253204346,1.1306699514389038,0.13205235242843627
3900,0.05460139650851488,5.0882801158756644e-05,1.7917029857635498,6,-1.0415985584259033,1.1538959741592407,0.13259578227996827
4000,0.05404127154499292,5.00086650905082e-05,1.791709065437317,6,-1.1777516603469849,1.103135585784912,0.1322741436958313
4100,0.05291797213256359,4.914954615670227e-05,1.7917184829711914,6,-1.005147099494934,1.1137696504592896,0.13274762153625488
4200,0.05485527742654085,4.830518637195757e-05,1.791712999343872,6,-1.0394585132598877,1.049125075340271,0.13277148723602294
4300,0.055976281613111495,4.747533218292724e-05,1.7917230129241943,6,-1.0445115566253662,1.1369942426681519,0.13239781618118285
4400,0.05385738756507635,4.6659734392159175e-05,1.7917182445526123,6,-1.1433266401290894,1.1193536520004272,0.13220389127731325
4500,0.055248589031398294,4.585814808326432e-05,1.7917269468307495,6,-1.0875766277313232,1.1038661003112793,0.13210902452468873
4600,0.053270972929894925,4.507033254737059e-05,1.7917308807373047,6,-1.112921118736267,1.130916953086853,0.1320840287208557
4700,0.05383234903216362,4.429605121084028e-05,1.7917311191558838,6,-0.9753462076187134,1.0926159620285034,0.1318766450881958
