step,loss,lr,mask_entropy,slots_used,recon_min,recon_max,sec_per_step
200,0.29486878886818885,1.972602134608912e-05,1.791062355041504,6,-0.9956298470497131,0.9650450944900513,0.2528089296817779
400,0.09959177274256945,7.675176886298095e-06,1.7905871868133545,6,-0.9501563906669617,1.021018147468567,0.23350855350494384
600,0.07984871685504913,4.4178192871860055e-06,1.7903105020523071,6,-1.0283735990524292,1.0198888778686523,0.24021848082542419
800,0.07729631379246711,3.3438411441688385e-06,1.790189266204834,6,-1.040858507156372,1.0390549898147583,0.24552469968795776
1000,0.0749700422771275,3.1201303694293605e-06,1.7900869846343994,6,-1.07448410987854,1.07667076587677,0.24856756806373595
1200,0.0736848398298025,2.871304451049529e-06,1.7899565696716309,6,-1.045189619064331,1.0049487352371216,0.25223774671554566
1400,0.07153828095644713,2.6059444141171822e-06,1.7895748615264893,6,-1.0965473651885986,1.0901484489440918,0.25408551692962644
1600,0.06979858037084341,2.332547258331881e-06,1.7897191047668457,6,-1.0190331935882568,1.057037591934204,0.25275716066360476
1800,0.06903186114504933,2.059089174158299e-06,1.789300799369812,6,-1.0690100193023682,1.0753543376922607,0.25337159633636475
2000,0.06730971975252033,1.7926654942374017e-06,1.7894489765167236,6,-1.1654218435287476,1.1837788820266724,0.2528156900405884
2200,0.06669171715155243,1.5392273198569897e-06,1.7891273498535156,6,-1.0943679809570312,1.1685459613800049,0.25383995413780214
2400,0.0658764274045825,1.3034238610755828e-06,1.7887823581695557,6,-1.1143369674682617,1.1126936674118042,0.25315398812294004
2600,0.065267050024122,1.0885489701289322e-06,1.7885158061981201,6,-1.117928147315979,1.2475721836090088,0.25359716176986696
2800,0.06501935563981533,8.965812977801501e-07,1.788731336593628,6,-1.1654759645462036,1.0983103513717651,0.25384080290794375
3000,0.06441214554011822,7.283007878643502e-07,1.7886210680007935,6,-1.1633427143096924,1.1728718280792236,0.2531766211986542
3200,0.06415534991770983,5.834602639650201e-07,1.788156270980835,6,-1.1507418155670166,1.126237392425537,0.2538320159912109
3400,0.06395628908649087,4.609896646243132e-07,1.7882496118545532,6,-1.1404809951782227,1.168091893196106,0.2532103145122528
3600,0.06443484442308545,3.5921171606075717e-07,1.788259506225586,6,-1.115462064743042,1.217445731163025,0.25396592617034913
3800,0.06338324654847384,2.760509193493387e-07,1.7885481119155884,6,-1.190304160118103,1.3206455707550049,0.25272688150405886
4000,0.06284206321462989,2.0922197748889496e-07,1.788244366645813,6,-1.104498028755188,1.168269395828247,0.253369699716568
4200,0.06387430930510163,1.563884975725338e-07,1.787961483001709,6,-1.1800349950790405,1.190443754196167,0.25339516639709475
4400,0.06308060957118869,1.1528736478903671e-07,1.788034439086914,6,-1.2437187433242798,1.2109220027923584,0.25418416619300843
4600,0.06389892753213644,8.381813962813788e-08,1.7880473136901855,6,-1.1297024488449097,1.1796107292175293,0.25290701508522034
4800,0.06292882358655333,6.009989626233793e-08,1.7884753942489624,6,-1.2134406566619873,1.2308588027954102,0.2537580966949463
5000,0.06351058529689908,4.249998996843536e-08,1.7883672714233398,6,-1.1477000713348389,1.1778898239135742,0.25303009152412415
5200,0.06312008606269956,2.9640350355541132e-08,1.788477897644043,6,-1.1526941061019897,1.1398208141326904,0.25406882882118226
5400,0.06376661965623498,2.038718379210224e-08,1.7881836891174316,6,-1.2045141458511353,1.261558175086975,0.25329023599624634
5600,0.06296091867610812,1.3829629442062397e-08,1.7880463600158691,6,-1.172231674194336,1.1628836393356323,0.2542364740371704
5800,0.06329143131151796,9.252162440313608e-09,1.7883086204528809,6,-1.262489676475525,1.116093397140503,0.2536974573135376
6000,0.06324513902887702,6.10457388802826e-09,1.7877188920974731,6,-1.1063225269317627,1.1320527791976929,0.25364068150520325
6200,0.06323274333029985,3.972344087432576e-09,1.787931203842163,6,-1.1551668643951416,1.1574196815490723,0.2531988859176636
6400,0.0635811466537416,2.549281334513964e-09,1.7887251377105713,6,-1.198058009147644,1.235550045967102,0.25424983143806457
6600,0.06357048984616995,1.6134966647136441e-09,1.7881238460540771,6,-1.1052581071853638,1.1350027322769165,0.2532886219024658
