step,loss,lr,mask_entropy,slots_used,recon_min,recon_max,sec_per_step
100,0.32027184918522833,3.1455709540289455e-05,1.7916059494018555,6,-0.7103512287139893,0.7315980792045593,0.15418692588806152
200,0.1549009397625923,6.18306385561057e-05,1.790256142616272,6,-0.8913541436195374,0.9929639101028442,0.12045710802078247
300,0.07576193310320377,9.11526377912203e-05,1.7907447814941406,6,-1.2079098224639893,1.1516495943069458,0.1216787838935852
400,0.06512606732547283,0.0001194489200439275,1.7912087440490723,6,-1.2372850179672241,1.0715420246124268,0.12162939071655274
500,0.06218815218657255,0.00014674607386644582,1.7913596630096436,6,-1.2201675176620483,1.13558030128479,0.12175155878067016
600,0.058804446570575236,0.00017307007698190308,1.7915018796920776,6,-1.1347699165344238,1.174269676208496,0.12211395740509033
700,0.05810925606638193,0.00019844630942456447,1.791609764099121,6,-1.2508530616760254,1.120037317276001,0.12408727884292603
800,0.05896190281957388,0.0002228995664088532,1.7916569709777832,6,-1.0308855772018433,1.1473830938339233,0.12389883995056153
900,0.05814469367265701,0.00024645407093260425,1.791702389717102,6,-1.1313389539718628,1.1407774686813354,0.12416987180709839
1000,0.05694712355732918,0.0002691334861198843,1.7917165756225586,6,-1.1556626558303833,1.118586540222168,0.12440285682678223
1100,0.0584125392511487,0.0002909609273086062,1.7917193174362183,6,-1.0145457983016968,1.1293050050735474,0.12537522077560426
1200,0.057160607501864434,0.00031195897388806425,1.7917332649230957,6,-1.1105763912200928,1.0730390548706055,0.12508453845977782
1300,0.0587867958471179,0.0003193746931648226,1.7917330265045166,6,-1.0531010627746582,0.9990628957748413,0.12530443906784058
1400,0.05694541964679956,0.0003138880270964569,1.7917404174804688,6,-1.0223619937896729,1.0449597835540771,0.12553888082504272
1500,0.05648429434746504,0.00030849561866712767,1.7917402982711792,6,-1.0816283226013184,1.035876989364624,0.12623557567596436
1600,0.054557526931166646,0.000303195848587014,1.7917393445968628,6,-1.044424057006836,1.0812386274337769,0.12660107374191285
1700,0.05672200508415699,0.0002979871253847244,1.7917391061782837,6,-1.0906007289886475,0.9817695617675781,0.12658865451812745
1800,0.055183155834674834,0.0002928678849293936,1.791740894317627,6,-0.992854118347168,1.2444955110549927,0.1269468069076538
1900,0.054431986436247824,0.00028783658996098835,1.791741132736206,6,-0.9468014240264893,1.1175293922424316,0.12734134435653688
2000,0.05554972868412733,0.00028289172962868257,1.7917397022247314,6,-1.1223418712615967,1.0903648138046265,0.12786389827728273
2100,0.05687056627124548,0.00027803181903716316,1.7917382717132568,6,-1.056046485900879,1.0737285614013672,0.12792675971984863
2200,0.055965335480868815,0.0002732553988007296,1.7917344570159912,6,-1.0970191955566406,1.0234421491622925,0.1279320740699768
2300,0.05479303356260061,0.00026856103460505434,1.791740894317627,6,-1.1165002584457397,1.0120375156402588,0.12795344591140748
